code	english	code	malay
6274556	You need to study.	9709146	Awak perlu mengulangkaji.
5860810	I like to have fun.	9709149	Saya gemar berseronok.
5263692	I tried to woo his sister, but she didn't want me.	9709159	Saya cuba memikat kakaknya, namun dia tidak terpikat..
5130173	Tom is really good-looking.	9709164	Tom kelihatan sangat kacak.
3907133	I always listen to her.	9709173	Saya sentiasa menuruti arahannya.
1095115	Tom couldn't get Mary off his mind.	9709176	Tom tidak dapat melupakan Mary.
1028263	Tom now knows that he shouldn't have borrowed money from Mary.	9709187	Kini Tom sedar dia tidak sepatutnya meminjam wang dari Mary.
318070	The plane flew over the mountain.	9709190	Pesawat itu terbang melintasi gunung.
279243	I heard the telephone ringing.	9709193	Saya mendengar telefon itu sedang berbunyi.
263418	If it were not for examinations, our school life would be happier.	9709194	Jika tidak kerana peperiksaan, kehidupan kita di sekolah pasti akan menjadi lebih gembira.
8540467	I think I'll ride back with you if you don't mind.	9709199	Jika awak tidak kisah, saya rasa saya akan menumpang kamu untuk pulang.
6417283	Mary could do that for Tom if she wanted to.	9713956	Jika Mary menghendakinya, dia boleh melakukannya ke atas Tom.
6042081	I don't like other people touching my things.	9713957	Saya tidak suka orang lain menyentuh barang-barang saya.
5852707	I'm worried about what other people might think.	9713960	Saya bimbang apa yang orang lain akan fikirkan.
3909259	We surrounded him.	9713964	Kami telah mengepungnya.
3735212	We still haven't decided what to do.	9713965	Kami masih belum memutuskan untuk berbuat apa-apa.
1028348	Tom likes the same kind of stuff that Mary likes.	9713967	Tom menggemari benda yang sama seperti Mary.
9679124	Doctors and nurses save lives.	9713970	Para doktor dan jururawat menyelamatkan nyawa.
9054902	What TV games do you all have?	9713971	Apakah permainan TV yang kamu semua miliki?
31707	One more step, and you'll be a dead man.	9713974	Jika awak melangkah ke depan lagi, matilah awak.
31769	Mary will sit still and look at the sea for hours.	9713976	Mary akan duduk diam dan merenung ke arah laut selama berjam-jam.
9099507	Margaret Thatcher had opposed speedy reunification, fearing a united Germany would dominate Europe, changing the power dynamics of the European Union.	9713983	Margaret Thatcher telah menentang penyatuan semula yang terlalu cepat, berikutan kegusaran beliau bahawa negara Jerman yang bersatu akan menguasai Eropah justeru mengubah dinamika kuasa Kesatuan Eropah.
8993287	The wound seeped pus.	9713984	Luka itu mengeluarkan nanah.
8690896	Tom dozed off during his exam.	9713990	Tom terlena semasa peperiksaan berlangsung.
8563906	Algeria's state budget gives big allocations to education and healthcare.	9713991	Belanjawan kebangsaan Algeria memberi peruntukan yang besar kepada pendidikan dan kesihatan.
8289410	Smash the boiled pumpkin pieces then add some salt and spices.	9713993	Lecekkan potongan labu yang telah direbus kemudian tambahkan sedikit garam dan rempah ratus.
6529019	I've finished cleaning the apartment.	9714001	Saya telah selesai membersihkan apartment itu.
6311111	My mom is coming over today.	9714003	Ibu saya akan datang ke rumah hari ini.
6211588	As soon as he got into his house his daughters came rushing round him, clapping their hands and showing their joy in every way.	9714007	Sebaik sahaja dia pulang ke rumah, anak-anak perempuannya terus menyerbunya sambil bertepuk tangan dan menunjukkan kegembiraan mereka.
5491213	I'm not going to die today.	9714008	Saya tidak akan mati hari ini.
1096476	I don't know what this means.	9714011	Saya tidak tahu apakah maksudnya ini.
1094956	Tom decided to enter the competition.	9714016	Tom memutuskan untuk menyertai pertandingan tersebut.
1885949	How can we do that?	9714017	Bagaimanakah kita boleh berbuat sedemikian?
2373968	I just solved the puzzle.	9714021	Saya baru sahaja menyelesaikan teka-teki itu.
9415790	Both admit to hitting each other.	9714022	Kedua-dua mereka mengaku telah memukul sesama sendiri.
8478807	He baked a cake.	9714025	Dia membakar sebiji kek.
70744	I agree to your plan.	9714027	Saya setuju dengan rancangan awak.
41160	I usually get up late.	9714031	Selalunya saya bangun lewat.
8960784	There are many castles in Castile.	9714032	Terdapat banyak istana-istana di Castile.
7520727	Tom caught more fish than me.	9714044	Tom telah menangkap lebih banyak ikan berbanding saya.
6861806	How do you relax after school?	9714048	Bagaimana awak berehat selepas waktu persekolahan?
6530756	Tom is likely to come by taxi.	9714052	Tom berkemungkinan akan datang dengan menaiki teksi.
6226035	It'll be difficult to determine what caused the problem.	9714056	Akan terdapat kesulitan untuk menentukan apa sebenarnya yang menyebabkan masalah itu.
5288253	Did you break up with Tom or did he break up with you?	9714069	Adakah awak yang memutuskan hubungan dengan Tom ataupun dia yang memutuskannya dengan awak?
3736148	This could be dangerous.	9714072	Ini mungkin membawa bahaya.
3185381	We have to persuade Tom to stay here.	9714073	Kita perlu memujuk Tom supaya tinggal di sini.
2912206	She cried to the child: "Be quiet!".	9714076	Dia menengking kanak-kanak itu: "Diamlah!"
1556129	I was really scared.	9714079	Saya benar-benar takut.
1433595	I don't know what I'll do.	9714083	Saya tidak tahu apa yang saya akan buat.
3178506	This is probably for you.	9714089	Ini mungkin untuk awak.
261511	I usually watch television before supper.	9714091	Selalunya saya menonton televisyen sebelum makan lewat malam.
9023513	Tom wasn't eating an apple. He was eating an orange.	9714101	Tom bukannya sedang memakan sebiji epal. Dia sedang memakan sebiji oren.
8261317	Tom seems to turn into a different person when he speaks French.	9714104	Apabila Tom bertutur dalam bahasa Perancis, dia seperti berubah menjadi orang lain.
7519505	I know Tom does that quite often.	9714107	Saya tahu Tom kerap kali melakukannya.
7471935	Tom and Mary couldn't get their gloves off.	9714108	Tom dan Mary tidak dapat menanggalkan sarung tangan mereka.
6509089	I asked Tom and Mary to introduce John to me.	9714112	Saya meminta Tom dan Mary memperkenalkan saya kepada John.
6261993	Tom seemed to be surprised when Mary did that.	9714113	Tom kelihatan terkejut apabila Mary berbuat sedemikian.
6108777	Do you like carrots?	9714116	Adakah awak menggemari lobak merah?
6033283	Now why didn't we do that?	9714117	Mengapalah kita tidak berbuat sebegitu?
5826217	I don't know anyone here, except for Tom.	9714121	Saya tidak mengenali sesiapa di sini kecuali Tom.
3448982	Why are you hiding from Tom?	9714122	Mengapa awak menyembunyikan diri dari Tom?
3312279	We'll never see Tom again.	9714125	Kita tidak akan bertemu Tom lagi.
2722000	This is an evil company that takes advantage of people.	9714126	Ini ialah syarikat jahat yang mengambil kesempatan ke atas orang ramai.
2648063	None of it matters.	9714127	Semuanya tidak penting.
2451571	I'm trying to learn French.	9714130	Saya sedang berusaha untuk mempelajari bahasa Perancis.
1391859	Tom loves ice-cold drinks.	9714131	Tom menggemari minuman sejuk.
315811	She's supposed to be back by lunchtime.	9714133	Sepatutnya dia telah kembali selepas makan tengahari.
7500801	Tom realized pretty quickly that he wasn't going to be able to do what he wanted to do.	9714136	Tom segera sedar bahawa dia tidak boleh melakukan apa yang ingin dilakukannya pada mulanya.
6708573	He rinsed off an apple.	9714137	Dia membilas sebiji epal.
6357115	Tom didn't seem bored.	9714141	Tom tidak kelihatan bosan.
6258527	I'm not sure what I have to do.	9714142	Saya tidak pasti apa yang saya perlu lakukan.
5483578	Tom has even more books than I do.	9714145	Tom memiliki lebih banyak buku berbanding saya.
5166530	I'm not concerned.	9714146	Saya tidak kisah.
4664922	Tom wouldn't go into specifics.	9714149	Tom enggan menyatakan butirannya.
3069900	She was sure that she had found the love of her life.	9714150	Dia pasti yang dia telah menemui cinta hatinya.
2891176	Everyone I know has one.	9714153	Semua orang yang saya kenali memilikinya.
2272725	Tom has gone below.	9714154	Tom telah turun ke bawah.
2133221	The roof of the house is leaking.	9714157	Bumbung rumah itu sedang bocor.
922251	Next Thursday is a holiday.	9714158	Khamis minggu depan ialah hari cuti.
7217462	I'm afraid that I caught a cold.	9714161	Saya rasa saya telah dijangkiti selesema.
56890	It is easy to read this book.	9714162	Mudah sahaja membaca buku ini.
3150866	Are you going to buy that or not?	9724541	Adakah awak ingin membeli benda itu ataupun tidak?
2900568	Why are you bleeding?	9724542	Mengapa awak berdarah?
2240263	Tom's anger subsided.	9724546	Kemarahan Tom telah reda.
1546581	No matter how things go, let's stay together.	9724548	Biar apa pun yang terjadi, kita mesti kekal bersama-sama.
6392981	Two tickets, please.	9724553	Berikan saya dua tiket.
9175911	My girlfriend loves rings.	9724559	Teman wanita saya gemarkan cincin.
8774993	My dream is to be fluent in Berber.	9724560	Impian saya ialah menjadi fasih dalam bahasa Berber.
8213423	My computer is not ready yet.	9724564	Komputer saya masih lagi belum bersedia.
7734457	Did you really plan to do that all by yourselves?	9724565	Awak benar-benar merancang untuk melakukan semua itu seorang diri?
7376520	Mary is upset about this, isn't she?	9724568	Mary sedang marah tentang perkara ini, kan?
6491369	I wonder whether Tom and Mary really were able to do that by themselves.	9724573	Saya ingin tahu sama ada Tom dan Mary benar-benar mampu melakukan perkara itu dengan sendiri.
6246814	Tom said he was asked to do that again.	9724581	Tom berkata dia diminta untuk melakukannya sekali lagi.
4738379	A framed photo of my family hangs above my desk.	9724583	Sekeping gambar keluarga saya yang telah dibingkaikan tergantung di atas meja saya.
3733760	Tom nodded without saying anything.	9724588	Tom mengangguk tanpa mengucapkan apa-apa.
1456641	What is the correct answer?	9724591	Apakah jawapan yang betul?
1126512	Latin is not hard.	9724593	Latin bukanlah satu bahasa yang sukar.
8604051	Ivan Mazepa is not a traitor.	9724597	Ivan Mazepa bukan seorang pengkhianat.
8522649	She couldn't discuss the problem with anybody but him.	9724599	Dia tidak boleh membincangkan masalah itu dengan sesiapa pun selain dia.
8434905	Tom didn't know why he should do that.	9724604	Tom tidak mengerti mengapa dia harus berbuat sedemikian.
6340203	If you don't want to do that, I'll ask Tom.	9724607	Jika awak tidak mahu melakukannya, saya akan bertanya kepada Tom.
6257119	Tom did that the old fashioned way.	9724613	Tom melakukannya mengikut cara yang lama.
6250762	Tom says he hasn't slept in 24 hours.	9724614	Tom berkata dia sudah berjaga selama 24 jam.
6243084	Tom died from his wounds three days later.	9724622	Tom meninggal dunia disebabkan kecederaannya tiga hari kemudian.
6221485	Tom never used to drink milk.	9724624	Tom tidak pernah meminum susu sebelum ini.
5796800	Mary would be furious if she knew.	9724631	Mary akan naik marah sekiranya dia dapat tahu.
4028517	Dan befriended one of the waitresses.	9724634	Dan mula berkawan dengan salah seorang dari pelayan-pelayan itu.
4013645	It's an extremely complicated process.	9724640	Ia merupakan satu proses yang amat rumit.
9706569	This has never happened to me before.	9724653	Perkara ini tidak pernah terjadi kepada saya.
9525235	Tom isn't the only one that has to study really hard. I have to study hard, too.	9724657	Bukan Tom sahaja yang perlu belajar dengan tekun. Saya juga perlu berbuat sedemikian.
62940	Classical music is not my cup of tea.	9724664	Saya tidak begitu menggemari muzik klasikal.
9192579	None of this is my fault.	9724669	Semua ini bukan salah saya.
9166221	Tom was standing in the middle of the living room.	9724675	Tom sedang berdiri di tengah-tengah ruang tamu.
8681672	Some consider this country to be the most dangerous territory in the world.	9724678	Sesetengah orang berpendapat negara ini ialah kawasan yang paling berbahaya di dunia.
8257175	His dog was so aggressive and would not allow anyone in the house.	9724685	Anjing beliau begitu agresif dan tidak membenarkan sesiapa pun masuk ke dalam rumah.
8150202	We thought we were moving to Algeria.	9724687	Kami sangkakan kami akan berpindah ke Algeria.
7356833	Maybe we could meet up sometimes.	9724693	Mungkin kita boleh bertemu lagi di lain hari.
7174910	Tom thought that he was the only one who needed to do that.	9724700	Tom menyangkakan bahawa hanya dia seorang sahaja yang perlu berbuat sedemikian.
6808980	I'd rather study French with a native French speaker.	9724712	Saya lebih suka belajar bahasa Perancis bersama penutur jati bahasa Perancis.
6520733	Tom and Mary didn't say what they did.	9724714	Tom dan Mary tidak menyatakan apa yang mereka telah lakukan.
6416552	Mary could hear Tom, but he couldn't see her.	9724724	Mary boleh mendengar suara Tom, namun dia tidak boleh melihatnya.
6357930	Tom didn't watch TV.	9724726	Tom tidak menonton TV.
6256803	Did you know that Tom and Mary often do that together?	9724732	Adakah awak tahu yang Tom dan Mary kerap melakukannya bersama-sama?
2259108	Sharpen the end of the stick a little.	9724734	Tajamkan sedikit hujung batang itu.
1312070	I helped them yesterday.	9724739	Saya membantu mereka semalam.
1092570	Tom wanted Mary to be his dance partner.	9724745	Tom inginkan Mary menjadi teman menarinya.
9644111	Children have fewer teeth.	9724746	Kanak-kanak memiliki gigi yang lebih sedikit.
284558	He gave me a cold.	9724751	Dia menjangkiti saya dengan selesema.
22212	Neptune is the eighth planet of the solar system.	9724754	Neptun merupakan planet kelapan dalam sistem suria.
8358124	Tom denies he said that.	9724756	Tom menafikan yang dia berkata sedemikian.
7813190	Tom became permanently blind.	9724760	Tom menjadi buta secara kekal.
7538641	Tom wanted to keep talking about it, but I didn't want to listen anymore.	9724762	Tom mahu terus bercakap mengenainya, namun saya tidak ingin mendengarnya lagi.
7502843	Tom started laughing and everyone else started laughing, too.	9724767	Tom mula ketawa dan semua yang lain turut sama juga ketawa.
7391095	He started packing his backpack.	9724768	Dia mula mengemas beg galasnya.
7201591	It's time to put the animals back in their cages.	9724770	Sudah tiba masanya untuk memasukkan haiwan-haiwan ini kembali ke kandang mereka.
7197446	It isn't as difficult to do as it sounds.	9724775	Ia tidaklah begitu sukar untuk dilakukan sepertimana yang didengari.
7184455	I don't actually live in Australia.	9724781	Saya bukanlah sebenarnya tinggal di Australia.
6777286	Sami knew my real name.	9724783	Sami tahu nama sebenar saya.
6524834	Both Tom and Mary were very thirsty.	9724788	Kedua-dua Tom dan Mary merasa sangat dahaga.
6416056	Mary told Tom she didn't know how to do that.	9724789	Mary memberitahu Tom dia tidak tahu bagaimana untuk melakukannya.
6251867	Tom has also spent time in Australia.	9724795	Tom juga pernah menghabiskan masa di Australia.
4873921	I intend to marry you.	9724796	Saya berhasrat untuk mengahwini awak.
3912830	All of us like him.	9724800	Kami semua sukakannya.
3226533	The men we're chasing are presumed armed and extremely dangerous.	9724801	Orang-orang yang kita sedang kejari dianggap bersenjata serta sangat berbahaya.
2648717	Tom gave me that.	9724802	Tom memberi benda itu kepada saya.
2644278	Tom wasn't expecting that.	9724808	Tom tidak menyangka perkara itu akan terjadi.
1230815	I'm always busy with work.	9724810	Saya sentiasa sibuk dengan kerja.
8112646	He does not feel well.	9724816	Dia terasa seperti tidak sihat.
6919024	I'm glad you and I were able to spend some time together.	9724826	Saya gembira kerana awak dan saya dapat meluangkan sedikit masa bersama-sama.
9729075	Tom isn't the only one who has to study really hard. I have to study hard, too.	9724657	Bukan Tom sahaja yang perlu belajar dengan tekun. Saya juga perlu berbuat sedemikian.
238717	Nowadays marriage is not necessarily a must for women.	9736520	Pada masa kini perkahwinan tidak semestinya menjadi kemestian bagi wanita.
6871088	Tom would have liked this movie.	9736522	Tom pasti menyukai filem ini.
6349377	I don't know what Tom wrote.	9736533	Saya tidak tahu apa yang ditulis oleh Tom.
6250851	Maybe we can buy that for Tom.	9736546	Mungkin kita boleh membelinya untuk Tom.
6232073	You knew I'd have to do that by myself, didn't you?	9736556	Awak tahu saya harus melakukan itu sendiri, bukan?
6024922	Both of my parents are working today.	9736637	Kedua ibu bapa saya bekerja hari ini.
4915838	I think we're getting better.	9736648	Saya rasa kita semakin baik.
4190412	If you're going to start a new business, you need a business plan.	9736650	Sekiranya awak ingin memulakan perniagaan baru, awak memerlukan rancangan perniagaan.
3818499	Never interrupt a woman.	9736654	Jangan sesekali mengganggu wanita.
2844544	Give thanks to the Lord for the blessing of life.	9736658	Bersyukurlah kepada Tuhan atas keberkatan hidup.
2258174	Don't be a jackass!	9736663	Jangan jadi orang gila!
1962625	I last saw them in Albania.	9736666	Saya terakhir melihat mereka di Albania.
1829574	If I were more creative, I'd draw "the foreign".	9736668	Sekiranya saya lebih kreatif, saya akan menggambarkan "orang asing".
1801685	How did you do this?	9736682	Bagaimana anda melakukan ini?
1094580	Tom discovered two dead bodies in his basement.	9736689	Tom menemui dua mayat di ruang bawah tanahnya.
1093596	Tom has to work harder than he used to to make ends meet.	9736702	Tom harus bekerja lebih keras daripada biasa untuk memenuhi keperluan.
7246159	Sami wouldn't give Layla anything.	9739197	Sami tidak akan memberikan Layla apa-apa.
7111713	Tom says that he has something that he wants me to see.	9739204	Tom mengatakan bahawa dia mempunyai sesuatu yang dia mahu saya lihat.
2821355	Tom already knows how to read.	9739214	Tom sudah tahu membaca.
706890	Health over wealth.	9739228	Kesihatan melebihi kekayaan.
4666569	Tom is coming next week.	9739233	Tom akan datang minggu depan.
6249698	Who told you that Tom did that?	9765680	Siapa yang memberitahu awak bahawa Tom melakukan itu?
5828929	I'm winded.	9779277	Saya berliku.
5735770	I'm fairly convinced of that.	9779288	Saya cukup yakin dengan perkara itu.
3998056	Dan insulted Linda racially.	9779294	Dan menghina Linda secara perkauman.
3818336	Did you see what happened yesterday?	9779302	Kamu tengokkah apa yang berlaku semalam?
3726770	I can feel Tom's terror.	9779307	Saya dapat merasakan keganasan Tom.
3356279	You really are short, aren't you?	9779312	Awak betul-betul pendek, kan?
9779265	As a favor to you, I'll stay and help.	9779316	Sebagai bantuan bagi anda, saya akan tinggal dan membantu.
9779321	I'll try my best to stay out of trouble.	9779324	Saya akan berusaha sedaya upaya untuk mengelakkan masalah.
9779320	It's below freezing now.	9779329	Sekarang di bawah beku.
3201208	I was told to go home and wait.	9807935	Saya diberitahu untuk pulang dan menunggu.
3312740	We may need this.	9881334	Kita mungkin memerlukan ini.
3312741	We can fix this.	9881381	Kita boleh membetulkannya.
3312742	We came in third.	9881439	Kami menduduki tempat ketiga.
3312743	We can get a lot of things.	9881562	Kita dapat banyak barang.
3312744	We can change things.	9883234	Kita boleh mengubah keadaan.
3312745	We can handle things.	9883310	Kita boleh mengendalikan sesuatu.
4499424	I hugged Tom.	9888991	Saya memelukkan Tom.
4499425	Tickets are still available if you hurry.	9889041	Tiket masih ada sekiranya anda tergesa-gesa.
1027406	It may seem like Tom has forgotten all about the matter, but deep down inside, he's still torn up about it.	9889484	Nampaknya Tom telah melupakan semua perkara itu, tetapi jauh di dalam, dia masih tersedar tentang hal itu.
1096163	It took Tom every ounce of courage he had to admit to Mary that he had once been part of a terrorist group.	9889490	Diperlukan Tom setiap keberaniannya untuk mengakui kepada Mary bahawa dia pernah menjadi anggota kumpulan pengganas.
1854139	Give a man a fish and you feed him for a day. Teach a man to fish and you feed him for the rest of his life.	9889841	Beri seorang lelaki seekor ikan dan awak memberi makan kepadanya selama sehari. Ajar seorang lelaki untuk memancing dan awak memberi makan kepadanya seumur hidupnya.
4807040	My mother speaks French better than my father speaks English, so they usually speak to each other in French.	9917887	Ibu saya berbahasa Perancis lebih baik daripada ayah saya berbahasa Inggeris, jadi mereka biasanya bercakap antara satu sama lain dalam bahasa Perancis.
1543600	Tom told me that Mary was good at playing the piano, but I didn't really believe him until I heard her play.	9931333	Tom memberitahu saya bahawa Mary pandai bermain piano, tetapi saya tidak mempercayainya sehingga saya mendengarnya bermain.
9125575	At the T-junction, please turn left.	9932477	Di persimpangan T, sila belok kiri.
4514767	Many housewives complain about high prices.	9932520	Ramai suri rumah mengadu harga yang tinggi.
953438	I don't think it's necessary for me to sound like a native speaker. I just want to be able to speak fluently.	9943563	Saya rasa tidak perlu untuk saya terdengar seperti penutur asli, saya hanya mahu dapat bercakap dengan lancar.
2412522	I know it's kind of late, but would you mind if I came over now? I have something I need to discuss with you.	9943578	Saya tahu terlambat sikit, tapi awak ada keberatan, saya datang sekarang juga tak? Saya ada sesuatu yang saya perlu membincangkan dengan awak.
1094735	Tom didn't know how to translate the word "computer" because the people he was talking to had never seen one.	9943585	Tom tidak tahu bagaimana menterjemahkan perkataan "komputer" kerana orang yang dia bercakap tidak pernah melihatnya.
1163495	Even though Tom told Mary about his problem, he didn't want to listen to any advice she had on how to solve it.	9943592	Walaupun Tom memberitahu Mary tentang masalahnya, dia tidak ingin mendengarkan nasihat yang dia ada tentang bagaimana menyelesaikannya.
953581	I realize I may not be the most desirable man in the world, but I still hope you'll consider going out with me.	9943598	Aku sedar, mungkin aku bukanlah jantan yang diingini di maya ini, tapi aku harap kamu pertimbangkan untuk keluar bersama aku.
3728952	I used to be married to a woman who looked a lot like you.	9947222	Dulu saya pernah berkahwin dengan wanita yang mirip dengan awak.
3444892	Why do I have to go to school?	9947252	Kenapa saya mesti bersekolah?
16117	Why were you absent yesterday?	9947255	Mengapa awak tidak hadir kelmarin?
36389	Why were you absent from school yesterday?	9947259	Mengapa kamu tidak hadir ke sekolah kelmarin?
6503442	Why do you think Tom and Mary were absent yesterday?	9947261	Mengapa awak rasa Tom dan Mary tidak hadir kelmarin?
495642	Why do you need this money?	9947265	Mengapa awak memerlukan wang ini?
7467272	Why did you believe Tom?	9947267	Mengapa awak mempercayai Tom?
38749	Why are you so angry?	5742582	Kenapa awak marah?
7477217	Why does Tom need a knife?	9947270	Mengapa Tom memerlukan pisau?
3554427	Why are you all laughing?	9947276	Kenapa awak semua ketawa?
1024329	Tom pressed his ear against the wall to see if he could hear what his parents were discussing in the next room.	9948670	Tom menekan telinganya ke dinding untuk melihat apakah dia dapat mendengar apa yang dibincangkan oleh orang tuanya di bilik sebelah.
953512	I know that it is highly unlikely that you'd ever want to go out with me, but I still need to ask at least once.	9948680	Saya tahu bahawa sangat tidak mungkin anda mahu keluar dengan saya, tetapi saya masih perlu bertanya sekurang-kurangnya sekali.
1075523	I came here to see if there was something I could do to help, but there doesn't seem to be anything for me to do.	9950037	Saya datang ke sini untuk melihat jika ada yang saya boleh membantu, tapi sepertinya tidak ada yang saya dapat lakukan.
1388220	Tom and Mary went on a cruise near Italy for their honeymoon, but the ship sank and Tom was drowned in his cabin.	9950071	Tom dan Mary pergi berlayar berhampiran Itali untuk bulan madu mereka, tetapi kapal itu tenggelam dan Tom lemas di kabinnya.
1969194	Everybody has a right to his own opinion. However, sometimes it's better not to tell anybody what that opinion is.	9950096	Setiap orang mempunyai hak untuk pendapatnya sendiri. Namun, kadang-kadang lebih baik tidak memberitahu siapa pun pendapat itu.
1838182	I understand that Tom is on a tight schedule, but I'd really appreciate it if I could get an appointment with him.	9950118	Saya faham bahawa Tom ada jadual yang ketat, tapi saya sangat menghargainya jika saya dapat membuat temu janji dengannya.
1988453	Tom doesn't like to use the term "a person of color" because he thinks it implies that white people have no color.	9950157	Tom tidak suka menggunakan istilah "orang yang berwarna" kerana menurutnya ini menunjukkan bahawa orang kulit putih tidak mempunyai warna.
1211994	Tom likes Mary, but Mary likes John. To make matters even more interesting, John likes Alice, but Alice likes Tom.	9950170	Tom menyukai Mary, tetapi Mary menyukai John. Untuk menjadikan perkara lebih menarik, John menyukai Alice, tetapi Alice menyukai Tom.
1994371	Tom told me that he often drinks root beer, but he'd not only never drunk spruce beer, he'd never even heard of it.	9962681	Tom memberitahu saya bahawa dia sering minum rutbir, tetapi dia bukan sahaja pernah meminum bir cemara, tetapi dia juga tidak pernah mendengarnya.
1264702	Tom's constant arguing irritates some of his classmates. However, most of the class has just learned to ignore him.	9962693	Pertengkaran berterusan Tom menjengkelkan sebilangan rakan sekelasnya. Namun, kebanyakan kelas baru saja belajar mengabaikannya.
953275	Getting your message across is much more important than trying to say it exactly like a native speaker would say it.	9962837	Menyampaikan mesej anda jauh lebih penting daripada cuba mengatakannya sama seperti yang disampaikan oleh penutur asli.
6954683	That's not the correct answer.	9682987	Itu jawapan yang salah.
6954683	That's not the correct answer.	9972034	Jawapan itu salah.
9973118	Can you fix the cracks in the windshield?	9973123	Boleh kamu baiki retak di cermin depan?
2541473	I wrote Mary to say I was sorry.	9973128	Saya menulis surat kepada Mary untuk mengatakan saya minta maaf.
6221518	Everyone I know has done that.	9973159	Semua orang yang saya kenal telah melakukannya.
6221518	Everyone I know has done that.	9973216	سموا اورڠ يڠ ساي كنل تله ملاكوكنڽ.
20184	Please do not touch the record side.	9973508	Tolong jangan sentuh di bahagian rekod.
1245033	I unconsciously removed my shirt.	9973512	Saya membuka baju saya tanpa sedar.
1698968	My nephew is as old as me, and we are in the same class.	9973522	Anak saudara lelaki saya sebaya dengan saya, dan kami sekelas.
1698968	My nephew is as old as me, and we are in the same class.	9973528	Anak buah aku sebaya dengan aku, dan kami sekelas.
9973555	The fact that this sentence is translatable is amazing.	9973561	Hakikat bahawa ayat ini boleh diterjemahkan sangat mengagumkan.
1092619	Tom tried to sell his old VCR instead of throwing it away, but no one would buy it, so he ended up throwing it away.	9982034	Tom cuba menjual VCR lamanya daripada membuangnya, tetapi tiada sesiapa yang akan membelinya, jadi akhirnya dia membuangnya begitu saja.
3135793	We've got to make sure that doesn't happen.	9990344	Kita harus memastikan perkara itu tidak berlaku.
3135794	We should probably let Tom know what's happened.	9990350	Kita mungkin harus memberitahu Tom apa yang berlaku.
3135795	We need to keep Tom posted about what's happening.	9990357	Kita perlu menjaga Tom menyiarkan tentang apa yang berlaku.
3135796	Things like this aren't supposed to happen here.	9990363	Perkara seperti ini tidak sepatutnya berlaku di sini.
3135797	That's what the experts said happened.	9990378	Itulah yang dikatakan oleh pakar.
9990727	The rope was too long, so I needed a pair of scissors to cut it short.	9990733	Tali itu terlalu panjang, jadi saya memerlukan sebilah gunting untuk memotongnya.
953257	Every student who has graduated from our university has studied English with a native speaker for at least two years.	9993367	Setiap pelajar yang telah ijazah dari universiti kami telah mempelajari bahasa Inggeris secara penutur asli sekurang-kurangnya dua tahun.
611372	We want complete sentences.	962508	Kami mahu ayat-ayat yang lengkap.
1318570	Tom didn't know the meaning of "anglophobia," so he did a quick web search to see if he could find out what it meant.	10027259	Tom tidak mengetahui bermaksud "anglophobia", jadi dia melakukan carian web pantas untuk mengetahui apakah dia dapat mengetahui maksudnya.
1871869	Tom said he wasn't interested in Mary, but he seemed to always be looking towards the side of the room where she was.	10027274	Tom mengatakan bahawa dia tidak berminat dengan Mary, tetapi dia sepertinya selalu melihat ke arah sisi bilik di mana dia berada.
953468	I had never eaten any kind of Thai food, so I was pretty excited about going to a Thai restaurant with my grandmother.	10027283	Saya tidak pernah makan makanan Thai, jadi saya sangat teruja untuk pergi ke restoran Thailand bersama nenek saya.
4501889	We talked to each other in French since we thought people around us wouldn't be able to understand what we were saying.	10027589	Kami bercakap antara satu sama lain dalam bahasa Perancis kerana kami fikir orang di sekitar kami tidak akan dapat memahami apa yang kami katakan
2063293	After talking to Tom for a few minutes, it became obvious that his French wasn't very good, so Mary switched to English.	10027605	Setelah bercakap dengan Tom selama beberapa minit, menjadi jelas bahawa bahasa Perancisnya tidak begitu baik, jadi Mary beralih ke bahasa Inggeris.
1027518	I think it's highly unlikely that Tom was not aware that he wouldn't be allowed to enter the museum without his parents.	10027612	Saya rasa tidak mungkin Tom tidak menyedari bahawa dia tidak akan dibenarkan memasuki muzium tanpa ibu bapanya.
1024662	Tom isn't your average guy. He doesn't like things most guys like and he doesn't like to do things most men enjoy doing.	10027646	Tom bukan lelaki biasa anda. Dia tidak suka perkara yang disukai oleh kebanyakan lelaki dan dia tidak suka melakukan perkara yang suka dilakukan oleh kebanyakan lelaki.
909581	We should spend our time creating content for our website rather than wasting time worrying about minor cosmetic details.	10027656	Kita harus meluangkan masa kita untuk membuat kandungan untuk laman web kita daripada membuang-buang masa dengan membimbangkan butiran kosmetik kecil.
953079	A lot of people who have up until now been spending money having a good time now need to be more careful with their money.	10027672	Ramai orang yang sampai sekarang menghabiskan wang dengan berfoya-foya sekarang perlu lebih berhati-hati dengan wang mereka.
1067139	I started a new blog. I'll do my best not to be one of those people who blogs a lot right at the start and then quits blogging.	10027696	Saya memulakan blog baru. Saya akan melakukan yang terbaik untuk tidak menjadi orang yang banyak menulis blog pada awalnya dan kemudian berhenti dari menulis blog.
10028779	Two hearts become one.	10028774	Dua hati menjadi satu
10028895	"Hey. Can you hear the music?" "No, I think you need some thera--" "I can hear... the precious."	10028902	"Hei. Bolehkah kamu mendengar muziknya?" "Tidak, saya rasa awak memerlukan terapi--" "Saya dapat mendengar ... yang berharga."
10028896	Fine, I'll put up with your ridiculous rules.	10028920	Baiklah, saya akan mematuhi peraturan tidak masuk akal anda
